time,prices
7/25/2012,11.05
7/24/2012,11.02
7/23/2012,10.83
7/20/2012,10.79
7/19/2012,11.09
7/18/2012,10.08
7/17/2012,9.88
7/16/2012,9.86
7/13/2012,10.96
7/12/2012,11.16
7/11/2012,11.1
7/10/2012,11.74
7/9/2012,12.16
7/6/2012,12.86
7/5/2012,12.59
7/4/2012,12.95
7/3/2012,13.3
7/2/2012,13.42
6/29/2012,13.34
6/28/2012,13.21
6/27/2012,13.2
6/26/2012,13.26
6/25/2012,13.6
6/21/2012,13.91
6/20/2012,14.22
6/19/2012,14
6/18/2012,14.44
6/15/2012,14.28
6/14/2012,14.31
6/13/2012,14.58
6/12/2012,14.1
6/11/2012,13.75
6/8/2012,13.41
6/7/2012,13.86
6/6/2012,14.4
6/5/2012,14.78
6/4/2012,14.66
6/1/2012,15.33
5/31/2012,15.25
5/30/2012,15.45
5/29/2012,15.85
5/28/2012,15.65
5/25/2012,15.5
5/24/2012,14.96
5/23/2012,13.6
5/22/2012,13.78
5/21/2012,13.88
5/18/2012,14.27
5/17/2012,12.97
5/16/2012,12.56
5/15/2012,12.75
5/14/2012,12.82
5/11/2012,12.87
5/10/2012,13.03
5/9/2012,13
5/8/2012,13.4
5/7/2012,13.26
5/4/2012,13.34
5/3/2012,13.21
5/2/2012,13.26
4/27/2012,13.31
4/26/2012,12.78
4/25/2012,12.7
4/24/2012,12.8
4/23/2012,13.1
4/20/2012,13.78
4/19/2012,13.7
4/18/2012,14.13
4/17/2012,14.07
4/16/2012,14.11
4/13/2012,14.2
4/12/2012,14.4
4/11/2012,13.87
4/10/2012,13.55
4/9/2012,13.6
4/6/2012,13.9
4/5/2012,14.11
3/30/2012,20.69
3/29/2012,21.55
3/28/2012,21.58
3/27/2012,22.78
3/26/2012,22.96
3/23/2012,0
3/22/2012,23.16
3/21/2012,23.36
3/20/2012,23.73
3/19/2012,24.69
3/16/2012,24.45
3/15/2012,23.87
3/14/2012,23.51
3/13/2012,23.94
3/12/2012,23.58
3/9/2012,23.46
3/8/2012,22.87
3/7/2012,22.54
3/6/2012,22.7
3/5/2012,23.43
3/2/2012,23.36
3/1/2012,22.89
2/29/2012,22.79
2/28/2012,23.36
2/27/2012,24.9
2/24/2012,24.1
2/23/2012,23.96
2/22/2012,24.06
2/21/2012,23.6
2/20/2012,22.87
2/17/2012,23
2/16/2012,22.65
2/15/2012,22.85
2/14/2012,22.68
2/13/2012,22.5
2/10/2012,21.98
2/9/2012,21.33
2/8/2012,21.29
2/7/2012,20.67
2/6/2012,21.32
2/3/2012,21.33
2/2/2012,21.06
2/1/2012,20.78
1/31/2012,20.67
1/30/2012,20.27
1/20/2012,20.12
1/19/2012,19.68
1/18/2012,19.28
1/17/2012,20.28
1/16/2012,19.02
1/13/2012,19.98
1/12/2012,21.32
1/11/2012,21.28
1/10/2012,21.49
1/9/2012,20.88
1/6/2012,19.9
1/5/2012,19.45
1/4/2012,20.03
12/30/2011,20.01
12/29/2011,19.57
12/28/2011,19.76
12/27/2011,19.7
12/26/2011,21.09
12/23/2011,21.38
12/22/2011,21.58
12/21/2011,22.65
12/20/2011,22.83
12/19/2011,23.4
12/16/2011,23.29
12/15/2011,22.6
12/14/2011,22.74
12/13/2011,23.42
12/12/2011,24.15
12/9/2011,24.27
12/8/2011,24.69
12/7/2011,24.72
12/6/2011,24.7
12/5/2011,24.24
12/2/2011,25.34
12/1/2011,27.55
11/30/2011,27.78
11/29/2011,27.59
11/28/2011,26.53
11/25/2011,26.8
11/24/2011,27.79
11/23/2011,27.32
11/22/2011,27.1
11/21/2011,26.29
11/18/2011,25.76
11/17/2011,26.12
11/16/2011,25.24
11/15/2011,26.78
11/14/2011,26.55
11/11/2011,25.6
11/10/2011,26.3
11/9/2011,27.04
11/8/2011,26.68
11/7/2011,27.33
11/4/2011,27.49
11/3/2011,27.42
11/2/2011,28.3
11/1/2011,26.4
10/31/2011,26.73
10/28/2011,27.21
10/27/2011,26.86
10/26/2011,26.02
10/25/2011,25.7
10/24/2011,24.73
10/21/2011,23.05
10/20/2011,24
10/19/2011,25.25
10/18/2011,26.01
10/17/2011,26.57
10/14/2011,25.45
10/13/2011,25.77
10/12/2011,24.8
10/11/2011,24.13
10/10/2011,23.6
9/30/2011,22.69
9/29/2011,24.08
